b a g i0
3.964270887502829299e-01 2.986681176707933716e+01 2.500000000000000000e-01 2.073875448227749274e+00
3.969988586142721987e-01 4.355248280370147285e+01 2.500000000000000000e-01 2.036592502429341422e+00
3.983978560971956351e-01 1.464563612560635164e+01 2.500000000000000000e-01 1.991829108621345767e+00
3.981993840626487646e-01 4.592205153544718144e+01 2.500000000000000000e-01 1.994443427580685935e+00
3.967676289298336378e-01 4.065981651191431467e+01 2.500000000000000000e-01 2.050946593598899526e+00
3.962803418599475935e-01 6.568570614859251577e+01 2.500000000000000000e-01 2.073922910247902873e+00
3.972080350703041662e-01 5.915981524681227732e+00 2.500000000000000000e-01 2.031794935267446256e+00
3.963190765945995842e-01 7.458968726532985727e+01 2.500000000000000000e-01 2.067654022067159758e+00
3.967257385803626968e-01 9.333149038303685074e+01 2.500000000000000000e-01 2.049038042665025650e+00
3.972080350703041662e-01 5.915981524681227732e+00 2.500000000000000000e-01 2.031794935267446256e+00
3.956069029036000662e-01 8.227846500670908370e+01 2.500000000000000000e-01 2.095497138814262694e+00
3.955490274216537094e-01 6.050215841894505786e+01 2.500000000000000000e-01 2.082007216162687246e+00
3.983845395248449273e-01 2.166743277095758557e+01 2.500000000000000000e-01 1.978273172848739936e+00
3.964279937877196458e-01 8.438571521375564544e+01 2.500000000000000000e-01 2.051713365543252898e+00
3.979891606959062300e-01 5.005413328403553663e+01 2.500000000000000000e-01 2.002703818339977015e+00
3.958935956411903101e-01 9.229556030345139561e+01 2.500000000000000000e-01 2.083735431952313366e+00
3.950605077833599932e-01 7.971989970369750544e+00 2.500000000000000000e-01 2.112632259651832101e+00
3.955374613898008374e-01 6.246524766512273175e+01 2.500000000000000000e-01 2.090937333848911894e+00
3.964246437314380422e-01 8.426190583201368156e+00 2.500000000000000000e-01 2.069265231695370577e+00
3.970008920578161904e-01 7.712197971561762699e+01 2.500000000000000000e-01 2.041563143835961824e+00
3.973238934797824196e-01 3.953253938623310404e+01 2.500000000000000000e-01 2.026997159113628655e+00
3.948206591092963125e-01 7.926760358981965737e+01 2.500000000000000000e-01 2.123709839804602151e+00
3.960476638789557913e-01 8.777875448332953567e+01 2.500000000000000000e-01 2.076142065102117407e+00
3.970770578300117370e-01 7.267663013170142960e+01 2.500000000000000000e-01 2.026353491530283879e+00
3.962764429397565569e-01 6.671246401025761941e+01 2.500000000000000000e-01 2.062589409337167723e+00
3.959999354731800203e-01 7.658930600639635600e+01 2.500000000000000000e-01 2.073263906530988798e+00
3.963912930889879616e-01 8.428554256752369156e+01 2.500000000000000000e-01 2.059792535900101029e+00
3.974695140708708885e-01 9.194585888908166282e+01 2.500000000000000000e-01 2.016895371169742823e+00
3.971121226878610577e-01 4.565654682539677367e+01 2.500000000000000000e-01 2.034627837189314725e+00
3.960476638789557913e-01 8.777875448332953567e+01 2.500000000000000000e-01 2.076142065102117407e+00
3.958616636899613961e-01 5.092499516478022059e+01 2.500000000000000000e-01 2.084529922982567562e+00
3.962382570757004285e-01 7.438253872001234335e+00 2.500000000000000000e-01 2.067522046483098563e+00
3.956048928439732104e-01 8.864376984242572632e+01 2.500000000000000000e-01 2.094480075473910574e+00
3.964919422917266290e-01 3.244311659001797921e+01 2.500000000000000000e-01 2.052549938888402092e+00
3.969464305482866551e-01 5.215425610999218975e+01 2.500000000000000000e-01 2.036489352380732143e+00
3.950058949301555322e-01 1.891165842403865582e+01 2.500000000000000000e-01 2.126428513490652428e+00
3.961958764475405070e-01 4.204049849362772306e+01 2.500000000000000000e-01 2.073327106244474027e+00
3.953311489574664606e-01 3.929972435890002203e+01 2.500000000000000000e-01 2.093907442345856129e+00
3.973731819792716835e-01 3.036382709543075720e+01 2.500000000000000000e-01 2.025508309832687370e+00
3.968448110754949076e-01 2.684656007471528838e+01 2.500000000000000000e-01 2.047083941768796045e+00
3.961958764475405070e-01 4.204049849362772306e+01 2.500000000000000000e-01 2.073327106244474027e+00
3.949308613831473136e-01 1.667876632220956523e+01 2.500000000000000000e-01 2.113180219432148288e+00
3.980178780192746846e-01 7.721186810041477599e+01 2.500000000000000000e-01 2.004415279896251345e+00
3.980664474686430587e-01 4.270328887513563387e+01 2.500000000000000000e-01 1.992221174409792406e+00
3.958323228326228183e-01 2.261655627419344938e+01 2.500000000000000000e-01 2.083562931443256883e+00
3.953698781524734307e-01 2.126305855301886538e+01 2.500000000000000000e-01 2.102276479839995105e+00
3.965645162585788031e-01 1.539121810313212535e+01 2.500000000000000000e-01 2.058473421867759168e+00
3.984592894894111170e-01 9.675787450109959309e+01 2.500000000000000000e-01 1.992781092791795938e+00
3.962297854734992408e-01 4.788103372519023537e+01 2.500000000000000000e-01 2.070130365854766286e+00
3.947969950661968097e-01 7.392011495700261037e+01 2.500000000000000000e-01 2.124068226287127548e+00
3.984722811196633185e-01 2.324957418004175125e+01 2.500000000000000000e-01 1.985997376100465228e+00
3.972625012921355281e-01 1.335119756250827017e+01 2.500000000000000000e-01 2.028112569129255416e+00
3.948740638799128622e-01 6.248575894621789928e+01 2.500000000000000000e-01 2.108364217537531449e+00
3.951064061084504364e-01 4.014192980024965607e+01 2.500000000000000000e-01 2.112569405654749488e+00
3.963930016399679346e-01 3.325686854221088851e+01 2.500000000000000000e-01 2.062744066059774894e+00
3.973403458428828028e-01 3.520046979514803809e+01 2.500000000000000000e-01 2.030335861788392204e+00
3.973126658619658969e-01 6.451572338485397040e+01 2.500000000000000000e-01 2.024497499491967556e+00
3.966600919808521142e-01 2.155410281989770382e+01 2.500000000000000000e-01 2.046950237854609611e+00
3.962997607016768842e-01 3.125754772874386589e+01 2.500000000000000000e-01 2.071300791802157093e+00
3.958323228326228183e-01 2.261655627419344938e+01 2.500000000000000000e-01 2.083562931443256883e+00
3.958464092871519791e-01 5.882041808786161141e+01 2.500000000000000000e-01 2.072722462944519783e+00
3.952182169884838059e-01 2.669499250543113433e+00 2.500000000000000000e-01 2.106409259277029378e+00
3.944639722069172016e-01 6.968196701900204459e+01 2.500000000000000000e-01 2.138225465247582946e+00
3.974805829341189756e-01 1.000612261581682461e+01 2.500000000000000000e-01 2.025562667382252879e+00
3.958935956411903101e-01 9.229556030345139561e+01 2.500000000000000000e-01 2.083735431952313366e+00
3.978155954648142090e-01 1.819877441253880335e+01 2.500000000000000000e-01 2.015126997236242889e+00
3.965279610574701796e-01 6.153942202085828228e+01 2.500000000000000000e-01 2.062460543637262944e+00
3.966983818429476449e-01 5.045280324436298969e+01 2.500000000000000000e-01 2.047937957941399212e+00
3.959422596623372592e-01 1.901531989220376317e+01 2.500000000000000000e-01 2.081216224871564435e+00
3.941453495942723317e-01 1.818145442905928633e+01 2.500000000000000000e-01 2.145930729195141051e+00
3.952442758347735619e-01 3.595466321600684978e+01 2.500000000000000000e-01 2.089479191032315164e+00
4.001133145101722910e-01 5.281276161640701616e+01 2.500000000000000000e-01 1.932493655331922744e+00
3.958323228326228183e-01 2.261655627419344938e+01 2.500000000000000000e-01 2.083562931443256883e+00
3.944639722069172016e-01 6.968196701900204459e+01 2.500000000000000000e-01 2.138225465247582946e+00
3.972156746946820527e-01 3.712507340400740219e+01 2.500000000000000000e-01 2.033143053805144262e+00
3.949933426881612197e-01 4.924521647231029675e+01 2.500000000000000000e-01 2.112550724771559807e+00
3.950345575104337037e-01 1.741159386723736802e+01 2.500000000000000000e-01 2.114362833956658694e+00
3.962306703368790317e-01 5.432156254193530742e+01 2.500000000000000000e-01 2.072088181043385546e+00
3.975601751862766209e-01 5.952050320866926114e+01 2.500000000000000000e-01 2.023508038424812749e+00
3.954458007633192551e-01 7.098936467230016589e+00 2.500000000000000000e-01 2.084488763693279623e+00
3.965389782124768558e-01 1.445258369920586006e+01 2.500000000000000000e-01 2.057835111545016193e+00
3.962382570757004285e-01 7.438253872001234335e+00 2.500000000000000000e-01 2.067522046483098563e+00
3.969395501373534918e-01 3.586398484353308991e+00 2.500000000000000000e-01 2.041487013413600504e+00
3.945823176374586572e-01 7.765106262810672888e+01 2.500000000000000000e-01 2.120328952420533764e+00
3.979513465283485707e-01 3.835890806945348430e+01 2.500000000000000000e-01 2.006747148060324726e+00
3.962742047083137598e-01 2.526471453576079895e+01 2.500000000000000000e-01 2.065767401687262694e+00
3.954938663781122909e-01 2.380555187335514233e+01 2.500000000000000000e-01 2.100572972130911875e+00
3.953769542911163004e-01 3.477833660771794655e+01 2.500000000000000000e-01 2.092552390288914488e+00
3.964063325251632741e-01 2.885848320207633577e+01 2.500000000000000000e-01 2.066466008993127712e+00
3.963186822574034651e-01 2.527834842319128583e+01 2.500000000000000000e-01 2.073746403075406253e+00
3.957395045594915839e-01 7.165769853923102062e+01 2.500000000000000000e-01 2.077359901346893523e+00
3.974374515068275215e-01 5.548051884601871109e+01 2.500000000000000000e-01 2.018816966934126267e+00
3.971175339441391228e-01 4.277789171580702288e+01 2.500000000000000000e-01 2.049479565040596363e+00
3.956161409172781473e-01 4.285983568076651373e+00 2.500000000000000000e-01 2.100237273290313400e+00
3.964063325251632741e-01 2.885848320207633577e+01 2.500000000000000000e-01 2.066466008993127712e+00
3.971164343498710392e-01 4.488666958236743199e+01 2.500000000000000000e-01 2.032352157211611221e+00
3.967735575432000950e-01 9.306127223478122801e+01 2.500000000000000000e-01 2.058587046181970859e+00
3.957155777727370816e-01 6.393150861131321250e+01 2.500000000000000000e-01 2.078896149428151485e+00
3.951687297109108266e-01 8.163027802674091049e+01 2.500000000000000000e-01 2.109141464452464199e+00
3.980708296366925469e-01 1.319443269632773230e+01 2.500000000000000000e-01 2.012841165471153548e+00
3.977078136080701709e-01 2.933639371718246736e+01 2.500000000000000000e-01 2.018900082051000577e+00
3.972663231839054232e-01 3.077739416556940810e+01 2.500000000000000000e-01 2.027906451088306472e+00
3.956904893119539968e-01 1.348512165961874665e+01 2.500000000000000000e-01 2.090684652319832804e+00
3.987886336973612278e-01 1.866094824387680617e+01 2.500000000000000000e-01 1.973888978394280569e+00
3.954506172861255719e-01 4.821619637764877098e+01 2.500000000000000000e-01 2.094146049278902577e+00
3.956870540945555126e-01 8.674403431594035396e+01 2.500000000000000000e-01 2.093019666426641834e+00
3.968392659544275891e-01 2.971643562661981264e+01 2.500000000000000000e-01 2.054445899485271898e+00
3.961958764475405070e-01 4.204049849362772306e+01 2.500000000000000000e-01 2.073327106244474027e+00
3.964360397367517885e-01 8.825197846395957413e+01 2.500000000000000000e-01 2.064642819441580901e+00
3.955631686185114848e-01 1.244066758828345698e+01 2.500000000000000000e-01 2.093918290675617744e+00
3.958248562465677134e-01 7.015550425717584027e+00 2.500000000000000000e-01 2.086825221904817784e+00
3.985387651408368592e-01 8.705265777638113889e+01 2.500000000000000000e-01 1.992970353173427522e+00
3.960724230195170614e-01 9.414871997964974071e+01 2.500000000000000000e-01 2.077689823526885249e+00
3.971758878094991396e-01 6.349888756059324635e+01 2.500000000000000000e-01 2.036294879673703928e+00
3.962742047083137598e-01 2.526471453576079895e+01 2.500000000000000000e-01 2.065767401687262694e+00
3.951322237634581347e-01 4.464161551113765825e+01 2.500000000000000000e-01 2.114325487262822545e+00
3.981740430070439540e-01 4.836156350182778851e+01 2.500000000000000000e-01 2.000228691220203192e+00
3.950398381861648378e-01 8.198870764043078907e+00 2.500000000000000000e-01 2.107333411378820465e+00
3.953280753124385760e-01 1.411028682087458641e+01 2.500000000000000000e-01 2.107325835250213775e+00
3.975777144894301340e-01 3.445854163201599363e+01 2.500000000000000000e-01 2.016222743993421496e+00
3.962678238457214563e-01 9.514759469978761786e+01 2.500000000000000000e-01 2.067210305770495360e+00
3.952103776390406553e-01 6.473929414045448993e+01 2.500000000000000000e-01 2.115080610254817639e+00
3.953807383602513381e-01 2.545123980061489277e+01 2.500000000000000000e-01 2.102265035218417122e+00
3.961817118828198647e-01 2.744912095315833866e+01 2.500000000000000000e-01 2.072951775845079059e+00
3.970522216878114019e-01 6.294632683138012652e+01 2.500000000000000000e-01 2.028371380089391440e+00
3.970959800269291406e-01 6.649460217547958507e+01 2.500000000000000000e-01 2.038779154688025841e+00
3.958568574991325750e-01 6.288438861006443403e+01 2.500000000000000000e-01 2.081274810592797841e+00
3.975484017518543522e-01 6.973866199029406232e+01 2.500000000000000000e-01 2.013836250480221857e+00
3.966482435348598901e-01 4.127593377858485013e+01 2.500000000000000000e-01 2.051892114492239294e+00
3.945492342962419463e-01 8.842110421356254335e+01 2.500000000000000000e-01 2.134196647478957765e+00
3.946081789074045720e-01 2.447665581005107427e+01 2.500000000000000000e-01 2.123584897084449974e+00
3.961474241670669416e-01 7.812632553626819742e+01 2.500000000000000000e-01 2.066068966756164915e+00
3.952473032466590208e-01 8.423052152099235457e+01 2.500000000000000000e-01 2.105704138202429743e+00
3.959869176358491449e-01 2.907509318297035605e+01 2.500000000000000000e-01 2.090982975498529850e+00
3.979043851441597113e-01 2.879309458821794365e+01 2.500000000000000000e-01 2.006018952401858346e+00
3.974416568627987534e-01 7.190568854955427014e+01 2.500000000000000000e-01 2.028862646815724702e+00
3.960260246684503271e-01 7.404105170907952527e+01 2.500000000000000000e-01 2.072561566922079823e+00
3.958960483862531410e-01 3.312585686897682535e+01 2.500000000000000000e-01 2.093006530708995783e+00
3.978941577143200181e-01 4.640206696749812920e+01 2.500000000000000000e-01 2.006917156573935657e+00
3.943704165103377179e-01 1.378538325885627636e+01 2.500000000000000000e-01 2.137388600241783898e+00
3.952389175333577143e-01 5.249062917901031255e+01 2.500000000000000000e-01 2.101066725199761898e+00
3.965066620646514606e-01 9.919473691695945661e+01 2.500000000000000000e-01 2.055340464147455304e+00
3.958633912672879784e-01 2.872267532139141721e+01 2.500000000000000000e-01 2.084305559294462373e+00
3.957180154515335668e-01 8.289096003100578969e+01 2.500000000000000000e-01 2.096783824546231134e+00
3.948644853353599493e-01 3.848995626253684321e+01 2.500000000000000000e-01 2.126676339959147288e+00
3.974695140708708885e-01 9.194585888908166282e+01 2.500000000000000000e-01 2.016895371169742823e+00
3.971084616764746777e-01 9.045369446161407723e+01 2.500000000000000000e-01 2.048758027482683097e+00
3.978418845793992853e-01 8.651859075105478780e+01 2.500000000000000000e-01 2.017713190582565375e+00
3.959429235140417003e-01 7.946029355159659247e+01 2.500000000000000000e-01 2.063515982974462482e+00
3.959636847898261314e-01 4.860038272404931803e+01 2.500000000000000000e-01 2.075696336369791783e+00
3.963690718866011431e-01 1.880295090047232165e+01 2.500000000000000000e-01 2.060005346736073939e+00
3.957617839303601004e-01 8.299166641104176279e+01 2.500000000000000000e-01 2.077624379760303341e+00
3.972321981208498665e-01 2.569056645589381560e+01 2.500000000000000000e-01 2.041402127778336073e+00
3.951389836597538063e-01 1.374300906111125542e+01 2.500000000000000000e-01 2.104410702144326795e+00
3.967597954456291154e-01 8.046443465331844891e+01 2.500000000000000000e-01 2.048639446922592811e+00
3.958797450712718269e-01 1.143304813643678131e+01 2.500000000000000000e-01 2.089748690393666841e+00
3.973238934797824196e-01 3.953253938623310404e+01 2.500000000000000000e-01 2.026997159113628655e+00
3.964246437314380422e-01 8.426190583201368156e+00 2.500000000000000000e-01 2.069265231695370577e+00
3.962170340801830504e-01 7.458982735930943875e+01 2.500000000000000000e-01 2.062643266294683198e+00
3.945967437593945193e-01 8.370392280422230158e+01 2.500000000000000000e-01 2.133035786969806669e+00
3.958495524753993799e-01 5.117487019655667524e+01 2.500000000000000000e-01 2.086886193732092831e+00
3.960718529779350683e-01 2.829404983795161854e+01 2.500000000000000000e-01 2.071894897680645720e+00
3.957939607980692776e-01 8.172855531180083233e+00 2.500000000000000000e-01 2.087587579355219880e+00
3.954973210418377683e-01 6.812934072575794175e+01 2.500000000000000000e-01 2.096584048502505127e+00
3.957635305855705665e-01 1.020633900622170565e+01 2.500000000000000000e-01 2.088770612743493960e+00
3.969283135427354448e-01 7.639497593437275214e+01 2.500000000000000000e-01 2.040185293309286330e+00
3.960724230195170614e-01 9.414871997964974071e+01 2.500000000000000000e-01 2.077689823526885249e+00
3.955738130654306572e-01 5.365286684973390408e+01 2.500000000000000000e-01 2.089019032171794077e+00
3.937221129681076071e-01 5.452587638244621360e+01 2.500000000000000000e-01 2.166447137895377129e+00
3.971305584350449669e-01 1.750610184197590158e+01 2.500000000000000000e-01 2.039262384365474468e+00
3.985350464080871236e-01 5.071784744940647727e+01 2.500000000000000000e-01 1.973758493373571010e+00
3.957565583260623798e-01 7.974236657208000167e+01 2.500000000000000000e-01 2.089019705756439915e+00
3.940559483045416034e-01 9.657783796502881657e+00 2.500000000000000000e-01 2.151607221354406185e+00
3.951014376016743768e-01 4.221100343497855789e+01 2.500000000000000000e-01 2.110980776222602273e+00
3.967261486828619899e-01 3.413857154502311886e+01 2.500000000000000000e-01 2.052289207196861920e+00
3.959410271918141211e-01 5.693981749762319744e+00 2.500000000000000000e-01 2.087706677953840462e+00
3.963930016399679346e-01 3.325686854221088851e+01 2.500000000000000000e-01 2.062744066059774894e+00
3.959123471149464946e-01 6.897517432818719385e+01 2.500000000000000000e-01 2.081015773783204903e+00
3.979179443918566261e-01 9.558103990202364741e+01 2.500000000000000000e-01 2.009377474844402212e+00
3.968893895312002873e-01 7.145350555224246136e+01 2.500000000000000000e-01 2.036705619758178987e+00
3.951824263902838363e-01 1.029313290737735009e+01 2.500000000000000000e-01 2.109000762713899135e+00
3.960253382484671403e-01 9.055530165838094092e+01 2.500000000000000000e-01 2.081454080976596455e+00
3.958156797207716959e-01 8.234002127269839377e+01 2.500000000000000000e-01 2.080294227884430303e+00
3.949703347005297793e-01 6.443663089002406252e+01 2.500000000000000000e-01 2.102097240730922856e+00
3.954073825838014811e-01 9.569109111195491835e+01 2.500000000000000000e-01 2.105077834908384293e+00
3.951824263902838363e-01 1.029313290737735009e+01 2.500000000000000000e-01 2.109000762713899135e+00
3.939984145712117081e-01 6.482793235432320955e+01 2.500000000000000000e-01 2.159157884848348363e+00
3.971123172865683171e-01 5.716166042365262001e+01 2.500000000000000000e-01 2.033086312350230962e+00
3.959999354731800203e-01 7.658930600639635600e+01 2.500000000000000000e-01 2.073263906530988798e+00
3.961874745648312213e-01 8.177710914883930116e+01 2.500000000000000000e-01 2.077680144736071988e+00
3.963020495061002069e-01 1.502806416378038890e+01 2.500000000000000000e-01 2.062046032536466456e+00
3.953769542911163004e-01 3.477833660771794655e+01 2.500000000000000000e-01 2.092552390288914488e+00
3.957511101235766104e-01 6.092387647383857541e+01 2.500000000000000000e-01 2.097514339110872150e+00
3.948206591092963125e-01 7.926760358981965737e+01 2.500000000000000000e-01 2.123709839804602151e+00
3.959013319619558713e-01 1.157348437239827987e+01 2.500000000000000000e-01 2.086185016531413527e+00
3.951967079651121373e-01 4.375601396667303078e+01 2.500000000000000000e-01 2.109702686273257299e+00
3.942996920115092174e-01 9.697130894832140768e+01 2.500000000000000000e-01 2.141260350837101090e+00
3.970041660000391270e-01 5.118956566837913158e+01 2.500000000000000000e-01 2.044931037523727735e+00
3.941052740511811758e-01 3.227575310761161109e+00 2.500000000000000000e-01 2.150525666938295721e+00
3.979764776771369528e-01 8.881572925408332253e+01 2.500000000000000000e-01 2.001314733038196181e+00
3.930201487375756808e-01 5.800972923067202203e+01 2.500000000000000000e-01 2.200668092408842202e+00
3.983714091623040687e-01 9.061995153396594560e+01 2.500000000000000000e-01 1.990236612983705911e+00
3.945441209365200264e-01 4.676339210143083847e+01 2.500000000000000000e-01 2.131805533658257090e+00
3.972353277631214263e-01 3.468915797115830912e+01 2.500000000000000000e-01 2.030621742308119870e+00
3.968545717952585150e-01 6.425151694773965971e+01 2.500000000000000000e-01 2.034768095941217769e+00
3.949933426881612197e-01 4.924521647231029675e+01 2.500000000000000000e-01 2.112550724771559807e+00
3.957105298353855716e-01 5.407422012693896818e+01 2.500000000000000000e-01 2.082950000327368212e+00
3.979607803220149842e-01 3.666621963196155853e+00 2.500000000000000000e-01 2.007013523116861986e+00
3.960453477654006238e-01 3.019323263640311694e+01 2.500000000000000000e-01 2.068082474797152681e+00
3.955806424762381424e-01 3.877659676065742644e+01 2.500000000000000000e-01 2.088636345114248449e+00
3.957534410732034824e-01 9.829642233638860205e+01 2.500000000000000000e-01 2.090156840464373111e+00
3.935095250810441980e-01 7.567823177091389653e+01 2.500000000000000000e-01 2.184560525836067413e+00
3.971240368503429208e-01 3.638713397069535915e+01 2.500000000000000000e-01 2.036341362606373107e+00
3.954988926433611884e-01 3.943222792216770411e+00 2.500000000000000000e-01 2.102299267339878153e+00
3.980857548591691386e-01 3.930623652245005673e+01 2.500000000000000000e-01 2.000956012541089013e+00
3.946508513220493564e-01 9.894342547329992854e+00 2.500000000000000000e-01 2.124785888731248740e+00
3.945874874171323987e-01 1.553673893959541097e+01 2.500000000000000000e-01 2.130132665138076753e+00
3.986894615715378398e-01 5.786281241139273845e+01 2.500000000000000000e-01 1.973393079820941143e+00
3.953210068611856531e-01 8.065881578039189037e+01 2.500000000000000000e-01 2.106098700472385676e+00
3.967025296179701455e-01 3.273631897536420610e+01 2.500000000000000000e-01 2.048914095648746603e+00
3.951079013687244235e-01 5.190541717723834125e+01 2.500000000000000000e-01 2.112343991485209571e+00
3.959879444001711546e-01 2.434333510793229038e+01 2.500000000000000000e-01 2.070039477525177141e+00
3.966811548632591666e-01 7.973312936659517902e+01 2.500000000000000000e-01 2.055497080482625805e+00
3.965066620646514606e-01 9.919473691695945661e+01 2.500000000000000000e-01 2.055340464147455304e+00
3.964912156333871285e-01 2.466645569184009190e+01 2.500000000000000000e-01 2.062925891995707861e+00
3.971119197602537287e-01 4.417799483114582415e+01 2.500000000000000000e-01 2.044754435680053106e+00
3.945836014921578205e-01 7.041345576158732911e+01 2.500000000000000000e-01 2.138079581395554207e+00
3.989841741848056400e-01 7.908279144567846863e+00 2.500000000000000000e-01 1.973355485586976377e+00
3.944957000608359521e-01 7.074032646978506023e+01 2.500000000000000000e-01 2.130636349445602207e+00
3.957831934708169741e-01 9.848295168244911224e+01 2.500000000000000000e-01 2.079427822926094738e+00
3.948206591092963125e-01 7.926760358981965737e+01 2.500000000000000000e-01 2.123709839804602151e+00
3.969983663891809011e-01 4.746898114871340368e+01 2.500000000000000000e-01 2.041906332916960665e+00
3.968987607979683752e-01 1.290681463372170334e+01 2.500000000000000000e-01 2.049472116434950753e+00
3.963379890146075946e-01 9.079508560566149811e+01 2.500000000000000000e-01 2.061143893843271346e+00
3.979764603899231257e-01 9.489167168473034053e+01 2.500000000000000000e-01 2.005776082983691033e+00
3.952103776390406553e-01 6.473929414045448993e+01 2.500000000000000000e-01 2.115080610254817639e+00
3.971861610372817153e-01 1.478123461371536429e+01 2.500000000000000000e-01 2.027112397625031370e+00
3.972032859037643027e-01 7.163434162296772456e+01 2.500000000000000000e-01 2.024314563619316942e+00
3.976420225257447094e-01 1.175073725896942634e+01 2.500000000000000000e-01 2.009567964372968252e+00
3.982085586645682240e-01 5.621374418907173975e+01 2.500000000000000000e-01 1.990497079789688151e+00
3.982797844225430262e-01 9.636466614469341607e+01 2.500000000000000000e-01 1.991813396400984981e+00
3.950351574417791389e-01 2.626203222887939859e+01 2.500000000000000000e-01 2.112126063401281950e+00
3.951054993468361975e-01 3.479961976286974590e+01 2.500000000000000000e-01 2.106088892773818166e+00
3.959808533349515325e-01 1.538142214750363124e+01 2.500000000000000000e-01 2.075208936414444594e+00
3.957184817016723977e-01 8.691409895009458353e+01 2.500000000000000000e-01 2.079221893491740580e+00
3.965605218421157097e-01 4.763240923717448538e+01 2.500000000000000000e-01 2.056237317078557947e+00
3.954973210418377683e-01 6.812934072575794175e+01 2.500000000000000000e-01 2.096584048502505127e+00
3.946489332633484337e-01 3.850049099444428080e+00 2.500000000000000000e-01 2.121512614012619036e+00
3.972539186522320298e-01 8.214512400397592273e+01 2.500000000000000000e-01 2.034194760317189044e+00
3.985511199227390056e-01 2.267823754458976637e+01 2.500000000000000000e-01 1.981236543772967318e+00
3.977061753494723351e-01 7.000292315962184375e+01 2.500000000000000000e-01 2.030109065906719579e+00
3.986638445408751674e-01 8.290013410740287725e+01 2.500000000000000000e-01 1.965432071073986542e+00
3.963258366351802287e-01 7.378790396032974286e+01 2.500000000000000000e-01 2.061043374175864695e+00
3.953320095332887862e-01 9.269841743204746365e+01 2.500000000000000000e-01 2.105233996329283652e+00
3.972012239744712736e-01 9.725722754403375347e+01 2.500000000000000000e-01 2.034355400076950815e+00
3.978154391972343884e-01 7.012360858584406742e+01 2.500000000000000000e-01 2.021383333057371612e+00
3.977109381812661826e-01 9.026656297037631305e+01 2.500000000000000000e-01 2.023156275582015606e+00
3.970582961078125139e-01 5.717736454746324881e+01 2.500000000000000000e-01 2.041668789654453420e+00
3.949915257484670206e-01 5.081141379876007136e+01 2.500000000000000000e-01 2.104894969297780527e+00
3.971171330721819381e-01 2.988689871813767596e+01 2.500000000000000000e-01 2.039212185044569470e+00
3.955933978657301120e-01 7.485584556767174824e+00 2.500000000000000000e-01 2.097061755391908644e+00
3.972579358610104361e-01 6.045451644995103635e+01 2.500000000000000000e-01 2.023171567909943569e+00
3.971861610372817153e-01 1.478123461371536429e+01 2.500000000000000000e-01 2.027112397625031370e+00
3.956051911184537140e-01 9.019081596016931712e+01 2.500000000000000000e-01 2.093697162921043464e+00
3.963336386812027490e-01 7.838422252456238937e+01 2.500000000000000000e-01 2.063054043951467520e+00
3.967515069532426275e-01 2.577818233939407833e+01 2.500000000000000000e-01 2.057262900063978162e+00
3.958888506143055097e-01 2.140045574786070759e+01 2.500000000000000000e-01 2.076585352629807701e+00
3.958945619469443900e-01 1.983593497774730707e+01 2.500000000000000000e-01 2.081921162490830479e+00
3.967257385803626968e-01 9.333149038303685074e+01 2.500000000000000000e-01 2.049038042665025650e+00
3.952473032466590208e-01 8.423052152099235457e+01 2.500000000000000000e-01 2.105704138202429743e+00
3.964930807162023729e-01 1.490075624411126398e+01 2.500000000000000000e-01 2.058306410489034288e+00
3.954973210418377683e-01 6.812934072575794175e+01 2.500000000000000000e-01 2.096584048502505127e+00
3.981586419387675990e-01 8.955068000221865532e+01 2.500000000000000000e-01 1.996804979634121402e+00
3.966628883968522090e-01 8.069240524880051169e+01 2.500000000000000000e-01 2.066964704749855830e+00
3.960844864906800100e-01 6.302685032468571791e+01 2.500000000000000000e-01 2.072030178602487283e+00
3.957485075950592512e-01 3.531994640115063078e+01 2.500000000000000000e-01 2.082767534007168297e+00
3.973226890899177466e-01 7.841134661742390222e+01 2.500000000000000000e-01 2.038025327455888380e+00
3.963176047378020317e-01 8.578016642653848578e+01 2.500000000000000000e-01 2.062994001336850403e+00
3.951188333517370865e-01 8.907483737749835484e+01 2.500000000000000000e-01 2.115820183212719918e+00
3.963128452739011487e-01 7.925239327350475094e+01 2.500000000000000000e-01 2.067677417575358945e+00
3.953739931358011273e-01 6.854454951104618488e+01 2.500000000000000000e-01 2.103873613990785429e+00
3.975863716203700271e-01 4.875507137257861245e+01 2.500000000000000000e-01 2.014354710487504807e+00
3.964145071517209407e-01 6.917672552931708196e+01 2.500000000000000000e-01 2.059780873491274811e+00
3.962147636225130665e-01 4.675894031773950132e+01 2.500000000000000000e-01 2.070846108737336877e+00
3.964181894374415593e-01 4.932979463638975659e+01 2.500000000000000000e-01 2.056830268778079951e+00
3.967296703333624830e-01 4.908532845270505618e+01 2.500000000000000000e-01 2.045347940877901838e+00
3.960085168562386682e-01 6.939113308912052958e+01 2.500000000000000000e-01 2.071477484411892611e+00
3.969888711973608153e-01 4.869367786617154792e+01 2.500000000000000000e-01 2.040078208039346919e+00
3.979179443918566261e-01 9.558103990202364741e+01 2.500000000000000000e-01 2.009377474844402212e+00
3.962662061079985087e-01 3.385718903638598221e+01 2.500000000000000000e-01 2.073139190170965040e+00
3.976332973216964994e-01 8.083304194320568570e+01 2.500000000000000000e-01 2.019319037380038484e+00
