weight logl b a g i0
0.000000000000000000e+00 -3.977563736364212500e+13 1.529434629872182150e+00 7.355688094403717514e+01 2.500000000000000000e-01 2.413348339561641609e+01
0.000000000000000000e+00 -3.974740520332732031e+13 1.646935825119866026e+00 8.508618389834779805e+01 2.500000000000000000e-01 2.264625042092408691e+01
0.000000000000000000e+00 -3.927170246409933594e+13 1.309424126486107731e+00 4.752399266706346026e+01 2.500000000000000000e-01 1.086296461459812868e+01
0.000000000000000000e+00 -3.921567963587842188e+13 1.800465745893641945e+00 9.328985188486393554e+01 2.500000000000000000e-01 5.502016825788413890e+00
0.000000000000000000e+00 -3.916378454748875000e+13 1.552172671130284343e+00 7.604409284171838124e+01 2.500000000000000000e-01 2.178186909377222591e+01
0.000000000000000000e+00 -3.892242064482171875e+13 1.520102140333679408e+00 6.674900044344039429e+01 2.500000000000000000e-01 7.067836789020443433e+00
0.000000000000000000e+00 -3.842851789281415625e+13 1.372180053929705545e+00 5.485384414843777279e+01 2.500000000000000000e-01 1.130876623196785324e+01
0.000000000000000000e+00 -3.840291165727435156e+13 1.245037156777914156e+00 4.454427215705060661e+01 2.500000000000000000e-01 1.829170681119008535e+01
0.000000000000000000e+00 -3.836935927233170312e+13 1.783104979269442447e+00 9.426119356994264820e+01 2.500000000000000000e-01 7.035269211640226672e+00
0.000000000000000000e+00 -3.734834023124791406e+13 1.219671304781502652e+00 3.842019687034235886e+01 2.500000000000000000e-01 8.160891593100741304e+00
0.000000000000000000e+00 -3.733167351006323438e+13 1.625770425751771109e+00 8.482211846285974843e+01 2.500000000000000000e-01 1.729412757356913843e+01
0.000000000000000000e+00 -3.663104914402348438e+13 1.524359342990794008e+00 6.808157228074993839e+01 2.500000000000000000e-01 5.101077925716782424e+00
0.000000000000000000e+00 -3.659340192840030469e+13 1.722637659004166766e+00 9.509515006755452760e+01 2.500000000000000000e-01 1.442654559018734517e+01
0.000000000000000000e+00 -3.640195106837971875e+13 1.246571296141222973e+00 2.142681681258463655e+01 2.500000000000000000e-01 1.399706060917743633e-01
0.000000000000000000e+00 -3.595867309481983594e+13 1.332306748247661377e+00 5.553150415444399357e+01 2.500000000000000000e-01 1.710685404355255912e+01
0.000000000000000000e+00 -3.543832079714485938e+13 1.812293321845536376e+00 9.108335634324591013e+01 2.500000000000000000e-01 1.065316056316095716e+00
0.000000000000000000e+00 -3.531092049966815625e+13 1.436578372863373199e+00 6.905738184728961926e+01 2.500000000000000000e-01 2.240661439036043134e+01
0.000000000000000000e+00 -3.521286619884839062e+13 1.757552589464798309e+00 8.913479272554846489e+01 2.500000000000000000e-01 1.934233429672216342e+00
0.000000000000000000e+00 -3.497595587932049609e+13 1.249660335195847072e+00 4.178934956857710148e+01 2.500000000000000000e-01 6.046119046250963969e+00
0.000000000000000000e+00 -3.493249744106203125e+13 1.008295669756972268e+00 1.801740050915376301e+01 2.500000000000000000e-01 8.165783013385333078e+00
0.000000000000000000e+00 -3.480070049145113281e+13 1.511408127047680905e+00 7.704423183661987196e+01 2.500000000000000000e-01 1.950485338523723300e+01
0.000000000000000000e+00 -3.461704422284671875e+13 1.538074683088320294e+00 6.951322450127400998e+01 2.500000000000000000e-01 3.247278418394144772e+00
0.000000000000000000e+00 -3.450495287162849219e+13 1.470253953539852887e+00 6.354259478317367638e+01 2.500000000000000000e-01 3.988337666338290344e+00
0.000000000000000000e+00 -3.447584493203294922e+13 1.007462842538502379e+00 2.399619434538266560e+01 2.500000000000000000e-01 2.483742790225763031e+01
0.000000000000000000e+00 -3.443212572912071875e+13 8.112469248897637986e-01 1.072007082773446918e+00 2.500000000000000000e-01 2.032040613651668792e+01
0.000000000000000000e+00 -3.415435253436579688e+13 1.704673105820941670e+00 9.870325353737415242e+01 2.500000000000000000e-01 1.771079643886098864e+01
0.000000000000000000e+00 -3.339821398962683594e+13 1.294764412892130512e+00 4.923813083996142126e+01 2.500000000000000000e-01 7.354692052589658857e+00
0.000000000000000000e+00 -3.204737066704332031e+13 1.532311118194648047e+00 8.158693469581574220e+01 2.500000000000000000e-01 1.401244658120230113e+01
0.000000000000000000e+00 -3.138424360394389062e+13 1.218010064259199776e+00 4.706788506906694636e+01 2.500000000000000000e-01 1.539061374276498562e+01
0.000000000000000000e+00 -3.133462149328752344e+13 1.447955722436471637e+00 7.513282620388844180e+01 2.500000000000000000e-01 1.949128700938398140e+01
0.000000000000000000e+00 -3.087868406868064844e+13 1.497718859107427525e+00 7.965696778679317447e+01 2.500000000000000000e-01 1.427216741453644389e+01
0.000000000000000000e+00 -3.069382642926267578e+13 1.639120545393360606e+00 9.837424957686774007e+01 2.500000000000000000e-01 1.887245153551375054e+01
