logz logzerr logvol nlive logl logwt insert_order
-9.648579355011846928e+03 1.230612811039221199e+01 -4.214999999999959002e+00 4.000000000000000000e+02 -9.633670721316339041e+03 -9.643878435603030084e+03 3.599999999999999867e-01
-9.643869389721992775e+03 8.395589705402581870e+00 -4.217499999999959392e+00 4.000000000000000000e+02 -9.630826372281962904e+03 -9.641036586568654457e+03 7.099999999999999645e-01
-9.640979405362026228e+03 3.650413764434055075e+00 -4.219999999999959783e+00 4.000000000000000000e+02 -9.630679334693668352e+03 -9.640892048980360414e+03 1.669999999999999929e+00
-9.640241626401604663e+03 1.246014793389584208e+00 -4.222499999999960174e+00 4.000000000000000000e+02 -9.593172103376664381e+03 -9.603387317663355134e+03 1.314999999999999947e+00
-9.603387317663355134e+03 1.848969448032038443e+01 -4.224999999999960565e+00 4.000000000000000000e+02 -9.589720602236093328e+03 -9.599938316522784589e+03 2.349999999999999867e-01
-9.599907033613835665e+03 1.740505225790913268e+00 -4.227499999999960956e+00 4.000000000000000000e+02 -9.561576050787773056e+03 -9.571796265074464827e+03 1.284999999999999920e+00
-9.571796265074464827e+03 1.436199707615223353e+01 -4.229999999999961346e+00 4.000000000000000000e+02 -9.538210426800285859e+03 -9.548433141086976320e+03 2.650000000000000133e-01
-9.548433141086905380e+03 1.910538308043789613e+01 -4.232499999999961737e+00 4.000000000000000000e+02 -9.531879101473950868e+03 -9.542104315760641839e+03 5.949999999999999734e-01
-9.542102533222001512e+03 1.600183121390178442e+01 -4.234999999999962128e+00 4.000000000000000000e+02 -9.504063445390473134e+03 -9.514291159677164615e+03 1.000000000000000021e-02
-9.514291159677164615e+03 2.469959128637549028e+01 -4.237499999999962519e+00 4.000000000000000000e+02 -9.502361267071852126e+03 -9.512591481358544115e+03 1.195000000000000062e+00
-9.512423645633800334e+03 2.549023309297880147e+01 -4.239999999999962910e+00 4.000000000000000000e+02 -9.501326729384549253e+03 -9.511559443671239933e+03 2.000000000000000042e-02
-9.511207810022151534e+03 1.269881974862831520e+01 -4.242499999999963300e+00 4.000000000000000000e+02 -9.483370790655531891e+03 -9.493606004942223080e+03 1.499999999999999944e-01
-9.493606004919543921e+03 1.460731084966677606e+01 -4.244999999999963691e+00 4.000000000000000000e+02 -9.475982046851200721e+03 -9.486219761137892419e+03 1.139999999999999902e+00
-9.486219141610450606e+03 7.580987864622854566e+00 -4.247499999999964082e+00 4.000000000000000000e+02 -9.467780992796779174e+03 -9.478021207083469562e+03 5.100000000000000089e-01
-9.478020931899889547e+03 3.901220635538365400e+00 -4.249999999999964473e+00 4.000000000000000000e+02 -9.467713231521420312e+03 -9.477955945808111210e+03 9.699999999999999734e-01
-9.477294763867290385e+03 2.231344605186528440e+00 -4.252499999999964864e+00 4.000000000000000000e+02 -9.462464440606689095e+03 -9.472709654893380502e+03 5.350000000000000311e-01
-9.472699503951062070e+03 3.777278669409246170e+00 -4.254999999999965254e+00 4.000000000000000000e+02 -9.442818211451112802e+03 -9.453065925737804719e+03 5.600000000000000533e-01
-9.453065925734830671e+03 1.034822824002357322e+01 -4.257499999999965645e+00 4.000000000000000000e+02 -9.409393236029354739e+03 -9.419643450316045346e+03 3.350000000000000200e-01
-9.419643450316045346e+03 2.165472185171272557e+01 -4.259999999999966036e+00 4.000000000000000000e+02 -9.407412511004456974e+03 -9.417665225291148090e+03 7.900000000000000355e-01
-9.417535676610155861e+03 1.720313872387167464e+01 -4.262499999999966427e+00 4.000000000000000000e+02 -9.406419720900377797e+03 -9.416674935187069423e+03 1.280000000000000027e+00
-9.416322274369444131e+03 9.744619104669965282e+00 -4.264999999999966818e+00 4.000000000000000000e+02 -9.396276829299127712e+03 -9.406534543585819847e+03 1.020000000000000018e+00
-9.406534487451257519e+03 6.056609574566618193e+00 -4.267499999999967208e+00 4.000000000000000000e+02 -9.392398172730738224e+03 -9.402658387017429050e+03 4.099999999999999756e-01
-9.402637867478881162e+03 6.824697421834956756e+00 -4.269999999999967599e+00 4.000000000000000000e+02 -9.381332927692221347e+03 -9.391595641978912681e+03 1.320000000000000062e+00
-9.391595625967895103e+03 8.142960853096079532e+00 -4.272499999999967990e+00 4.000000000000000000e+02 -9.366521731828419433e+03 -9.376786946115111277e+03 1.400000000000000133e-01
-9.376786945744710465e+03 9.258129313310428543e+00 -4.274999999999968381e+00 4.000000000000000000e+02 -9.334706077260021630e+03 -9.344973791546712164e+03 1.949999999999999956e+00
-9.344973791546712164e+03 1.757634028511552771e+01 -4.277499999999968772e+00 4.000000000000000000e+02 -9.309150327565719635e+03 -9.319420541852410679e+03 1.405000000000000027e+00
-9.319420541852403403e+03 1.804503509631032898e+01 -4.279999999999969162e+00 4.000000000000000000e+02 -9.286576720659122657e+03 -9.296849434945814210e+03 1.054999999999999938e+00
-9.296849434945655958e+03 2.498881235863341033e+01 -4.282499999999969553e+00 4.000000000000000000e+02 -9.283705477108858759e+03 -9.293980691395550821e+03 4.050000000000000266e-01
-9.293925474109919378e+03 6.925417194578024294e+00 -4.284999999999969944e+00 4.000000000000000000e+02 -9.261166176044804160e+03 -9.271443890331494913e+03 1.949999999999999956e+00
-9.271443890331322109e+03 1.193638736323674721e+01 -4.287499999999970335e+00 4.000000000000000000e+02 -9.231460403324004801e+03 -9.241740617610696063e+03 6.750000000000000444e-01
-9.241740617610696063e+03 1.853786188791977807e+01 -4.289999999999970726e+00 4.000000000000000000e+02 -9.223719515136373957e+03 -9.234002229423065728e+03 4.699999999999999734e-01
-9.234001793744593670e+03 1.978601683218982998e+01 -4.292499999999971116e+00 4.000000000000000000e+02 -9.207326328356637532e+03 -9.217611542643327994e+03 1.360000000000000098e+00
-9.217611542567154174e+03 8.363870463791394982e+00 -4.294999999999971507e+00 4.000000000000000000e+02 -9.200429001170572519e+03 -9.210716715457263490e+03 1.780000000000000027e+00
-9.210715702957915710e+03 3.012809922236840077e+00 -4.297499999999971898e+00 4.000000000000000000e+02 -9.196821710344454914e+03 -9.207111924631146394e+03 6.899999999999999467e-01
-9.207085067845693629e+03 3.411717166432081783e+00 -4.299999999999972289e+00 4.000000000000000000e+02 -9.173764025283748197e+03 -9.184056739570440186e+03 9.250000000000000444e-01
-9.184056739570340142e+03 9.945303029413917528e+00 -4.302499999999972680e+00 4.000000000000000000e+02 -9.112870126883924968e+03 -9.123165341170615648e+03 1.840000000000000080e+00
-9.123165341170615648e+03 3.322441281305340510e+01 -4.304999999999973070e+00 4.000000000000000000e+02 -9.090799605049705860e+03 -9.101097319336397049e+03 9.399999999999999467e-01
-9.101097319336136934e+03 3.731077201673868160e+01 -4.307499999999973461e+00 4.000000000000000000e+02 -9.088455875620084043e+03 -9.098756089906775742e+03 1.955000000000000071e+00
-9.098664231784860021e+03 6.937064806947942586e+00 -4.309999999999973852e+00 4.000000000000000000e+02 -9.077046617946793049e+03 -9.087349332233483437e+03 1.719999999999999973e+00
-9.087349320043618718e+03 5.250864221809608878e+00 -4.312499999999974243e+00 4.000000000000000000e+02 -9.067330692755635027e+03 -9.077635907042325925e+03 1.155000000000000027e+00
-9.077635846577166376e+03 6.264476993798903770e+00 -4.314999999999974634e+00 4.000000000000000000e+02 -9.043059246284674373e+03 -9.053366960571365780e+03 5.050000000000000044e-01
-9.053366960571336676e+03 1.344457086009409963e+01 -4.317499999999975024e+00 4.000000000000000000e+02 -9.039434688400175219e+03 -9.049744902686867135e+03 1.215000000000000080e+00
-9.049718526012606162e+03 7.628442671387867691e+00 -4.319999999999975415e+00 4.000000000000000000e+02 -9.036635195473296335e+03 -9.046947909759986942e+03 1.084999999999999964e+00
-9.046887169002784503e+03 8.881600250709821509e+00 -4.322499999999975806e+00 4.000000000000000000e+02 -9.034849561234297653e+03 -9.045164775520988769e+03 1.274999999999999911e+00
-9.045000415928028815e+03 3.853184568294101275e+00 -4.324999999999976197e+00 4.000000000000000000e+02 -9.003036725966838276e+03 -9.013354440253529901e+03 1.080000000000000071e+00
-9.013354440253529901e+03 1.177834573631227677e+01 -4.327499999999976588e+00 4.000000000000000000e+02 -8.988399603664563983e+03 -8.998719817951256118e+03 6.350000000000000089e-01
-8.998719817510433131e+03 1.264457931405082824e+01 -4.329999999999976978e+00 4.000000000000000000e+02 -8.987200947795961838e+03 -8.997523662082652663e+03 6.250000000000000000e-01
-8.997259488376517766e+03 4.425419408239113395e+00 -4.332499999999977369e+00 4.000000000000000000e+02 -8.983887373253381156e+03 -8.994212587540072491e+03 6.999999999999999556e-01
-8.994166175510839821e+03 1.423875316541920677e+00 -4.334999999999977760e+00 4.000000000000000000e+02 -8.935778632116616791e+03 -8.946106346403308635e+03 1.445000000000000062e+00
-8.946106346403308635e+03 2.431202165498206114e+01 -4.337499999999978151e+00 4.000000000000000000e+02 -8.933655451751492365e+03 -8.943985666038182899e+03 1.955000000000000071e+00
-8.943872382004808969e+03 1.070330980505361351e+00 -4.339999999999978542e+00 4.000000000000000000e+02 -8.931354358286749630e+03 -8.941687072573440673e+03 7.299999999999999822e-01
-8.941580514134169789e+03 1.714615910472065297e+00 -4.342499999999978932e+00 4.000000000000000000e+02 -8.927422218858460838e+03 -8.937757433145152390e+03 1.709999999999999964e+00
-8.937735808310899301e+03 2.561560594661759893e+00 -4.344999999999979323e+00 4.000000000000000000e+02 -8.919806278981466676e+03 -8.930143993268158738e+03 3.400000000000000244e-01
-8.930143488830992283e+03 5.846652747522533389e+00 -4.347499999999979714e+00 4.000000000000000000e+02 -8.918017683013575152e+03 -8.928357897300265904e+03 3.350000000000000200e-01
-8.928202863153752332e+03 5.694968096080016196e+00 -4.349999999999980105e+00 4.000000000000000000e+02 -8.911708014495758107e+03 -8.922050728782449369e+03 1.205000000000000071e+00
-8.922048602112432491e+03 5.362703705032441093e+00 -4.352499999999980496e+00 4.000000000000000000e+02 -8.896965285034633780e+03 -8.907310499321325551e+03 1.150000000000000050e-01
-8.907310498923838168e+03 9.065974183276971132e+00 -4.354999999999980886e+00 4.000000000000000000e+02 -8.885383810317473035e+03 -8.895731524604163496e+03 7.850000000000000311e-01
-8.895731515243356625e+03 1.168410880591355649e+01 -4.357499999999981277e+00 4.000000000000000000e+02 -8.867843348273567244e+03 -8.878193562560258215e+03 1.989999999999999991e+00
-8.878193562536083846e+03 9.652347101443615074e+00 -4.359999999999981668e+00 4.000000000000000000e+02 -8.861970813270254439e+03 -8.872323527556945919e+03 2.650000000000000133e-01
-8.872320708758898036e+03 6.558411780316814266e+00 -4.362499999999982059e+00 4.000000000000000000e+02 -8.837661715753911267e+03 -8.848016930040603256e+03 1.419999999999999929e+00
-8.848016930040575971e+03 1.027538032576070925e+01 -4.364999999999982450e+00 4.000000000000000000e+02 -8.832179699225476725e+03 -8.842537413512167404e+03 1.604999999999999982e+00
-8.842533250842174311e+03 2.108409882353687870e+00 -4.367499999999982840e+00 4.000000000000000000e+02 -8.825197664343009819e+03 -8.835557878629701008e+03 5.799999999999999600e-01
-8.835556944447758724e+03 4.832071383639016560e+00 -4.369999999999983231e+00 4.000000000000000000e+02 -8.798611470022089634e+03 -8.808974184308781332e+03 1.300000000000000044e-01
-8.808974184308777694e+03 9.847403471694549992e+00 -4.372499999999983622e+00 4.000000000000000000e+02 -8.769550976001253730e+03 -8.779916190287944119e+03 9.000000000000000222e-01
-8.779916190287944119e+03 1.806593283220050239e+01 -4.374999999999984013e+00 4.000000000000000000e+02 -8.764052131819131318e+03 -8.774419846105822216e+03 1.080000000000000071e+00
-8.774415752755749054e+03 2.216249291628626050e+00 -4.377499999999984404e+00 4.000000000000000000e+02 -8.759321423335914005e+03 -8.769691637622605413e+03 2.500000000000000139e-02
-8.769682798238542091e+03 3.111700862151755675e+00 -4.379999999999984794e+00 4.000000000000000000e+02 -8.736374163614949794e+03 -8.746746877901641710e+03 1.649999999999999911e+00
-8.746746877901532571e+03 1.203764891901214185e+01 -4.382499999999985185e+00 4.000000000000000000e+02 -8.655238167683699430e+03 -8.665613381970390037e+03 6.450000000000000178e-01
-8.665613381970390037e+03 4.196629815590187462e+01 -4.384999999999985576e+00 4.000000000000000000e+02 -8.644124190461396211e+03 -8.654501904748087327e+03 1.449999999999999956e+00
-8.654501889808330816e+03 4.675332478640557454e+00 -4.387499999999985967e+00 4.000000000000000000e+02 -8.637503272368385296e+03 -8.647883486655076922e+03 1.120000000000000107e+00
-8.647882151984214943e+03 5.214400833121032086e+00 -4.389999999999986358e+00 4.000000000000000000e+02 -8.635838857550785178e+03 -8.646221571837477313e+03 1.219999999999999973e+00
-8.646047594409985322e+03 5.170499482769678856e+00 -4.392499999999986748e+00 4.000000000000000000e+02 -8.631089101879708323e+03 -8.641474316166399149e+03 1.580000000000000071e+00
-8.641464045036116659e+03 3.763805268273173077e+00 -4.394999999999987139e+00 4.000000000000000000e+02 -8.622230980018406626e+03 -8.632618694305097961e+03 5.500000000000000028e-02
-8.632618550265564409e+03 4.990439425598900414e+00 -4.397499999999987530e+00 4.000000000000000000e+02 -8.608669414441317713e+03 -8.619059628728009557e+03 1.409999999999999920e+00
-8.619059627435495713e+03 7.588222716196495909e+00 -4.399999999999987921e+00 4.000000000000000000e+02 -8.596782768004924947e+03 -8.607175482291615481e+03 8.449999999999999734e-01
-8.607175475392716180e+03 1.080552769434817151e+01 -4.402499999999988312e+00 4.000000000000000000e+02 -8.591983851739891179e+03 -8.602379066026582223e+03 1.139999999999999902e+00
-8.602370840598188806e+03 2.887955199571386355e+00 -4.404999999999988702e+00 4.000000000000000000e+02 -8.573667920757736283e+03 -8.584065635044427836e+03 2.349999999999999867e-01
-8.584065635033204671e+03 9.218596224835458486e+00 -4.407499999999989093e+00 4.000000000000000000e+02 -8.569596968412030037e+03 -8.579997182698722099e+03 1.229999999999999982e+00
-8.579980223483567897e+03 8.830080075063660772e+00 -4.409999999999989484e+00 4.000000000000000000e+02 -8.568647968087332629e+03 -8.579050682374023381e+03 1.405000000000000027e+00
-8.578717978078002488e+03 6.175170059214556417e-01 -4.412499999999989875e+00 4.000000000000000000e+02 -8.538649169311305741e+03 -8.549054383597997003e+03 1.385000000000000009e+00
-8.549054383597997003e+03 1.299109777100495222e+01 -4.414999999999990266e+00 4.000000000000000000e+02 -8.510030770470362768e+03 -8.520438484757054539e+03 7.700000000000000178e-01
-8.520438484757054539e+03 1.372499538593816304e+01 -4.417499999999990656e+00 4.000000000000000000e+02 -8.492497036480986935e+03 -8.502907250767677397e+03 1.014999999999999902e+00
-8.502907250743339318e+03 6.825359718319881530e+00 -4.419999999999991047e+00 4.000000000000000000e+02 -8.492474487467048675e+03 -8.502887201753739646e+03 1.679999999999999938e+00
-8.502204028823573026e+03 6.960436283044140637e+00 -4.422499999999991438e+00 4.000000000000000000e+02 -8.465528858269028206e+03 -8.475944072555719686e+03 6.999999999999999556e-01
-8.475944072555716048e+03 1.452470784657527147e+01 -4.424999999999991829e+00 4.000000000000000000e+02 -8.465290767444803350e+03 -8.475708481731495340e+03 1.770000000000000018e+00
-8.475126208069093991e+03 9.737740467170624470e+00 -4.427499999999992220e+00 4.000000000000000000e+02 -8.465010063003392133e+03 -8.475430277290082813e+03 8.699999999999999956e-01
-8.474573582488539614e+03 7.613759438812532920e+00 -4.429999999999992610e+00 4.000000000000000000e+02 -8.455426584077347798e+03 -8.465849298364038987e+03 8.900000000000000133e-01
-8.465849135788110289e+03 1.003650329113673578e+01 -4.432499999999993001e+00 4.000000000000000000e+02 -8.453138874477755962e+03 -8.463564088764447661e+03 1.219999999999999973e+00
-8.463467171443668121e+03 1.044459365504376080e+01 -4.434999999999993392e+00 4.000000000000000000e+02 -8.449168152971233212e+03 -8.459595867257925420e+03 1.705000000000000071e+00
-8.459575250076224620e+03 4.173687047973579034e+00 -4.437499999999993783e+00 4.000000000000000000e+02 -8.437313760881172129e+03 -8.447743975167863027e+03 1.479999999999999982e+00
-8.447743967894402886e+03 8.530170983182509659e+00 -4.439999999999994174e+00 4.000000000000000000e+02 -8.379614527307701792e+03 -8.390047241594393199e+03 4.050000000000000266e-01
-8.390047241594393199e+03 3.392782694836759561e+01 -4.442499999999994564e+00 4.000000000000000000e+02 -8.356532027996494435e+03 -8.366967242283186351e+03 5.400000000000000355e-01
-8.366967242283091764e+03 3.171578026780462523e+01 -4.444999999999994955e+00 4.000000000000000000e+02 -8.355883246516059444e+03 -8.366320960802750051e+03 1.165000000000000036e+00
-8.365899628495119032e+03 7.129307283199551648e+00 -4.447499999999995346e+00 4.000000000000000000e+02 -8.352983306793146767e+03 -8.363423521079837883e+03 1.939999999999999947e+00
-8.363342798752268209e+03 2.011492086239637711e+00 -4.449999999999995737e+00 4.000000000000000000e+02 -8.348015591363504427e+03 -8.358458305650196053e+03 6.400000000000000133e-01
-8.358450771149529828e+03 3.934886175005149145e+00 -4.452499999999996128e+00 4.000000000000000000e+02 -8.338059691951311834e+03 -8.348504906238003969e+03 2.999999999999999889e-01
-8.348504858313752266e+03 5.261538835469310449e+00 -4.454999999999996518e+00 4.000000000000000000e+02 -8.337353903941781027e+03 -8.347801618228471852e+03 1.840000000000000080e+00
-8.347399506116136763e+03 3.724098488042383526e+00 -4.457499999999996909e+00 4.000000000000000000e+02 -8.326099896408379209e+03 -8.336550110695070543e+03 2.049999999999999878e-01
-8.336550091278915716e+03 5.218521566267111389e+00 -4.459999999999997300e+00 4.000000000000000000e+02 -8.325456417827457699e+03 -8.335909132114149543e+03 6.999999999999999556e-01
-8.335485966648269823e+03 5.100944513256022717e+00 -4.462499999999997691e+00 4.000000000000000000e+02 -8.317181698020434851e+03 -8.327636912307125385e+03 2.849999999999999756e-01
-8.327636522262488143e+03 5.020970139723388570e+00 -4.464999999999998082e+00 4.000000000000000000e+02 -8.304577824769230574e+03 -8.315035539055921618e+03 1.735000000000000098e+00
-8.315035535687226002e+03 4.855771022941015147e+00 -4.467499999999998472e+00 4.000000000000000000e+02 -8.282546377740249227e+03 -8.293006592026940780e+03 1.000000000000000021e-02
-8.293006592026669750e+03 1.071336422481275719e+01 -4.469999999999998863e+00 4.000000000000000000e+02 -8.275018138203842682e+03 -8.285480852490534744e+03 2.550000000000000044e-01
-8.285480313605870833e+03 1.117900187705617299e+01 -4.472499999999999254e+00 4.000000000000000000e+02 -8.250250003006980478e+03 -8.260715217293671230e+03 1.689999999999999947e+00
-8.260715217293653041e+03 7.305066762526282176e+00 -4.474999999999999645e+00 4.000000000000000000e+02 -8.227467785700355307e+03 -8.237935499987046569e+03 6.149999999999999911e-01
-8.237935499986919240e+03 1.108388923455489916e+01 -4.477500000000000036e+00 4.000000000000000000e+02 -8.217345913913966797e+03 -8.227816128200658568e+03 1.799999999999999933e-01
-8.227816087910041460e+03 8.968610716337911626e+00 -4.480000000000000426e+00 4.000000000000000000e+02 -8.206223126379611131e+03 -8.216695840666301592e+03 1.020000000000000018e+00
-8.216695825856993906e+03 6.142294563860869694e+00 -4.482500000000000817e+00 4.000000000000000000e+02 -8.206096615877397198e+03 -8.216571830164088169e+03 6.500000000000000222e-02
-8.215938760193428607e+03 3.814613403436663663e+00 -4.485000000000001208e+00 4.000000000000000000e+02 -8.196545961780977450e+03 -8.207023676067668930e+03 1.709999999999999964e+00
-8.207023541729635326e+03 5.825364082748353489e+00 -4.487500000000001599e+00 4.000000000000000000e+02 -8.195895948139361280e+03 -8.206376162426053270e+03 9.250000000000000444e-01
-8.205955207444836560e+03 2.890071079482861904e+00 -4.490000000000001990e+00 4.000000000000000000e+02 -8.180729734030161126e+03 -8.191212448316852715e+03 1.074999999999999956e+00
-8.191212447921211606e+03 7.283853881349673820e+00 -4.492500000000002380e+00 4.000000000000000000e+02 -8.173726239819770854e+03 -8.184211454106462043e+03 4.349999999999999978e-01
-8.184210543544974826e+03 7.701513070478779532e+00 -4.495000000000002771e+00 4.000000000000000000e+02 -8.169269737923616049e+03 -8.179757452210307747e+03 9.250000000000000444e-01
-8.179745876942601171e+03 3.451589178276768255e+00 -4.497500000000003162e+00 4.000000000000000000e+02 -8.168230280833186043e+03 -8.178720495119877341e+03 1.139999999999999902e+00
-8.178413996571722237e+03 2.347390668624094179e+00 -4.500000000000003553e+00 4.000000000000000000e+02 -8.155363356133379057e+03 -8.165856070420069955e+03 1.254999999999999893e+00
-8.165856066903160354e+03 4.482412104833925603e+00 -4.502500000000003944e+00 4.000000000000000000e+02 -8.155252953240173156e+03 -8.165748167526864563e+03 2.500000000000000000e-01
-8.165107515455430075e+03 1.108963419689583008e+00 -4.505000000000004334e+00 4.000000000000000000e+02 -8.148558395391534759e+03 -8.159056109678225766e+03 1.049999999999999961e-01
-8.159053757896127536e+03 3.714279771306438160e+00 -4.507500000000004725e+00 4.000000000000000000e+02 -8.146105036222119452e+03 -8.156605250508810968e+03 1.850000000000000089e+00
-8.156522360333876350e+03 3.969228877681585388e+00 -4.510000000000005116e+00 4.000000000000000000e+02 -8.129306693384638493e+03 -8.139809407671329609e+03 3.500000000000000333e-02
-8.139809407616165117e+03 6.846501162474148749e+00 -4.512500000000005507e+00 4.000000000000000000e+02 -8.123370796641134802e+03 -8.133876010927826428e+03 3.350000000000000200e-01
-8.133873364964204484e+03 6.919645257908220159e+00 -4.515000000000005898e+00 4.000000000000000000e+02 -8.107346542001883790e+03 -8.117854256288575016e+03 1.860000000000000098e+00
-8.117854256178169635e+03 1.152477941852239418e+01 -4.517500000000006288e+00 4.000000000000000000e+02 -8.105819900554434753e+03 -8.116330114841126488e+03 1.580000000000000071e+00
-8.116133062319523560e+03 4.768079558630583747e+00 -4.520000000000006679e+00 4.000000000000000000e+02 -8.102479607210978429e+03 -8.112992321497669764e+03 8.249999999999999556e-01
-8.112949979943129620e+03 2.820594177851767359e+00 -4.522500000000007070e+00 4.000000000000000000e+02 -8.101552055993841350e+03 -8.112067270280532284e+03 1.985000000000000098e+00
-8.111721087832909689e+03 2.202713917833452495e+00 -4.525000000000007461e+00 4.000000000000000000e+02 -8.091837050955192353e+03 -8.102354765241883797e+03 1.745000000000000107e+00
-8.102354679688103715e+03 5.652941837126044256e+00 -4.527500000000007851e+00 4.000000000000000000e+02 -8.090887787572562956e+03 -8.101408001859254000e+03 9.699999999999999734e-01
-8.101080117838952901e+03 5.395162637229567792e+00 -4.530000000000008242e+00 4.000000000000000000e+02 -8.080633599006716395e+03 -8.091156313293407948e+03 9.350000000000000533e-01
-8.091156264300208022e+03 6.214240188211300975e+00 -4.532500000000008633e+00 4.000000000000000000e+02 -8.070354281272652770e+03 -8.080879495559343923e+03 1.074999999999999956e+00
-8.080879461136355530e+03 8.368408110101777098e+00 -4.535000000000009024e+00 4.000000000000000000e+02 -8.063762390917505400e+03 -8.074290105204197062e+03 3.750000000000000000e-01
-8.074288731223317882e+03 1.112164932862281574e+01 -4.537500000000009415e+00 4.000000000000000000e+02 -8.022119912602967815e+03 -8.032650126889659077e+03 3.800000000000000044e-01
-8.032650126889659077e+03 2.316242264698380637e+01 -4.540000000000009805e+00 4.000000000000000000e+02 -8.018054881584193936e+03 -8.028587595870885707e+03 1.699999999999999956e+00
-8.028570536791199629e+03 1.742266882299576025e+01 -4.542500000000010196e+00 4.000000000000000000e+02 -7.973919567846734026e+03 -7.984454782133425397e+03 1.449999999999999956e+00
-7.984454782133425397e+03 3.250211698080921252e+01 -4.545000000000010587e+00 4.000000000000000000e+02 -7.964189893816153017e+03 -7.974727608102843988e+03 1.560000000000000053e+00
-7.974727548464024039e+03 3.509653054924689286e+01 -4.547500000000010978e+00 4.000000000000000000e+02 -7.959788385677675251e+03 -7.970328599964366731e+03 1.334999999999999964e+00
-7.970316384620079589e+03 3.339648581586813236e+01 -4.550000000000011369e+00 4.000000000000000000e+02 -7.940628898447079337e+03 -7.951171612733770417e+03 2.399999999999999911e-01
-7.951171612728922810e+03 9.060999168664974235e+00 -4.552500000000011759e+00 4.000000000000000000e+02 -7.925285237041370237e+03 -7.935830451328061827e+03 1.629999999999999893e+00
-7.935830451110582544e+03 1.435915731509479087e+01 -4.555000000000012150e+00 4.000000000000000000e+02 -7.914035744008238908e+03 -7.924583458294930097e+03 9.000000000000000222e-01
-7.924583445248543285e+03 1.765944518870176694e+01 -4.557500000000012541e+00 4.000000000000000000e+02 -7.912591821589549909e+03 -7.923142035876241607e+03 1.169999999999999929e+00
-7.922929674989911291e+03 1.448240760270813610e+01 -4.560000000000012932e+00 4.000000000000000000e+02 -7.894542659040713261e+03 -7.905095373327404559e+03 1.354999999999999982e+00
-7.905095373309430215e+03 1.824392827877206003e+01 -4.562500000000013323e+00 4.000000000000000000e+02 -7.887221455745598178e+03 -7.897776670032289076e+03 8.149999999999999467e-01
-7.897776007230581854e+03 2.020758589104982050e+01 -4.565000000000013713e+00 4.000000000000000000e+02 -7.868965004618955390e+03 -7.879522718905646798e+03 4.600000000000000200e-01
-7.879522718893824276e+03 1.453634526686174411e+01 -4.567500000000014104e+00 4.000000000000000000e+02 -7.864676614364690977e+03 -7.875236828651381984e+03 2.999999999999999889e-02
-7.875223161114033246e+03 1.670334546436032142e+01 -4.570000000000014495e+00 4.000000000000000000e+02 -7.856416200007655789e+03 -7.866978914294347305e+03 1.199999999999999956e-01
-7.866978651562907544e+03 1.098353320345894701e+01 -4.572500000000014886e+00 4.000000000000000000e+02 -7.852657883937515180e+03 -7.863223098224206296e+03 1.900000000000000022e-01
-7.863199980015397159e+03 1.189898411421683200e+01 -4.575000000000015277e+00 4.000000000000000000e+02 -7.846780069971396188e+03 -7.857347784258087813e+03 1.370000000000000107e+00
-7.857344914796397461e+03 5.188253147990230296e+00 -4.577500000000015667e+00 4.000000000000000000e+02 -7.842501491865331445e+03 -7.853071706152022671e+03 8.249999999999999556e-01
-7.853057865386377671e+03 6.434579747427513929e+00 -4.580000000000016058e+00 4.000000000000000000e+02 -7.839260490500366359e+03 -7.849833204787058094e+03 8.950000000000000178e-01
-7.849794205947549926e+03 1.784823145872817207e+00 -4.582500000000016449e+00 4.000000000000000000e+02 -7.814308131820899689e+03 -7.824883346107591024e+03 1.854999999999999982e+00
-7.824883346107575562e+03 9.191766118713948330e+00 -4.585000000000016840e+00 4.000000000000000000e+02 -7.803986029518686337e+03 -7.814563743805377271e+03 1.375000000000000000e+00
-7.814563710825692397e+03 9.858820696614635892e+00 -4.587500000000017231e+00 4.000000000000000000e+02 -7.778809922730936705e+03 -7.789390137017628149e+03 1.679999999999999938e+00
-7.789390137017616325e+03 1.151664878689962634e+01 -4.590000000000017621e+00 4.000000000000000000e+02 -7.757401380301624158e+03 -7.767984094588315202e+03 4.249999999999999889e-01
-7.767984094587810432e+03 7.733831096439042874e+00 -4.592500000000018012e+00 4.000000000000000000e+02 -7.756797114463728576e+03 -7.767382328750420129e+03 1.925000000000000044e+00
-7.766945466156643306e+03 8.636116591005491561e-01 -4.595000000000018403e+00 4.000000000000000000e+02 -7.728381129977747150e+03 -7.738968844264438303e+03 9.849999999999999867e-01
-7.738968844264437394e+03 1.397105261197808446e+01 -4.597500000000018794e+00 4.000000000000000000e+02 -7.716852126679386856e+03 -7.727442340966078518e+03 1.584999999999999964e+00
-7.727442331100987758e+03 1.425216598478202634e+01 -4.600000000000019185e+00 4.000000000000000000e+02 -7.702018220296055006e+03 -7.712610934582746268e+03 5.350000000000000311e-01
-7.712610934220664603e+03 9.034484886568208140e+00 -4.602500000000019575e+00 4.000000000000000000e+02 -7.692231084121212007e+03 -7.702826298407903778e+03 1.110000000000000098e+00
-7.702826242099342380e+03 8.890991540453287101e+00 -4.605000000000019966e+00 4.000000000000000000e+02 -7.657555828436349657e+03 -7.668153542723041028e+03 5.200000000000000178e-01
-7.668153542723041028e+03 2.190073918149780496e+01 -4.607500000000020357e+00 4.000000000000000000e+02 -7.625152607157067905e+03 -7.635752821443758876e+03 1.149999999999999911e+00
