source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
SP,40.10309767121064,28.363958656618394,24.55480204421736,35.35578176811129,51.55377462542777,75.75790998212561,67.08672249754055,92.9588872912447,18.096544141309398,51.658242546963734,181.89502629136746,0.32754395660445407,1.275931449760368,0.10970870903560774
