"b_mean", "b_stdev", "b_median", "b_errlo", "b_errup", "a_mean", "a_stdev", "a_median", "a_errlo", "a_errup", "g_mean", "g_stdev", "g_median", "g_errlo", "g_errup", "i0_mean", "i0_stdev", "i0_median", "i0_errlo", "i0_errup"
3.962124270656244285e-01,5.122148469645625113e+01,2.500000000000000000e-01,2.070502708932120850e+00,1.089306537459186269e-03,2.821762977335333389e+01,0.000000000000000000e+00,4.121934955896992131e-02,3.961897278361007912e-01,5.219905056192536819e+01,2.500000000000000000e-01,2.071490035345806113e+00,3.951377437647187185e-01,1.817367420066166872e+01,2.500000000000000000e-01,2.028371380089391440e+00,3.973117950667064968e-01,8.413386412729120423e+01,2.500000000000000000e-01,2.110631816413510276e+00
