source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
PR,28.8209438283441,13.493614862408398,26.65305068260592,22.942209501259132,57.02092835282728,57.96280193089006,67.82552629895987,66.35540288831986,25.958101166480027,40.46526101857231,116.50259138232366,0.33333007851660956,11.491812216716822,0.24079961386482293
