source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
MT,25.419600704215338,34.87295538450913,28.924537581487765,31.971699895414893,63.087816044320846,87.08964363277933,77.78117808959185,79.26280414588882,24.694606481390412,95.9994941549418,164.95445193173376,0.3333368212455268,18.106838330657833,0.17746659268935114
