source,b0,b1,b2,b3,a0,a1,a2,a3,t1,t2,t3,g,i0,rr
RN,0.28317710256036,0.2610182132010405,0.24228447405403286,0.18030734715965757,21.12408254348197,31.3924538233825,49.651863985429614,49.83790708147725,20.09157756140798,70.22451552784183,108.46598490056547,0.2000000510500226,0.36937185135971096,24.999252159906895
