source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
SE,11.629357248095955,24.761714722723877,20.11441251601687,1.9901991969994217,34.383981319059345,61.09455548371429,60.08151744080816,5.645797299636573,20.983258046231608,57.98700131329572,114.08258681883221,0.2889335220428959,16.495185479753427,0.15042490116429857
