source,b0,b1,b2,b3,a0,a1,a2,a3,t1,t2,t3,g,i0,rr
PI,0.39719525649614473,0.350231411904399,0.3078921427543492,0.2909640370383677,27.236159411396137,20.76996996813084,40.09264450481133,30.920540576857555,32.654079987928924,99.98676673627013,135.07114017015107,0.30187214805051266,0.3192586774911155,15.007394521999741
