source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
PE,46.5263842903499,33.49959347612842,24.28539196641978,21.392019673929525,88.74490709557303,91.48779912563094,82.57295729349602,70.28792843063893,15.589512245474708,57.3371729614619,104.4937781911123,0.2838836785956131,14.894166529012683,0.15004086119498986
