source,b0,b1,b2,b3,a0,a1,a2,a3,t1,t2,t3,g,i0,rr
AL,0.31099939665222714,0.26811151627297686,0.19840767322698166,0.16902656599714894,38.178399570495564,28.89925357802034,40.67274256100116,36.99157443756312,39.99010028981807,91.58589869267631,157.8064653680503,0.20000540283478344,0.10077870588968389,15.010362056335214
