source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
AL,20.583813061344774,31.520251150643812,22.690466730164626,10.842783168799228,29.06491171605038,77.62589076381677,65.16673862274881,29.28566717718192,15.131432487256372,89.87214671976832,121.82417862402647,0.33046309564659704,0.2371904506774388,0.15022800590409388
