source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
TO,40.923065563384306,16.111862164145418,21.63587966032226,33.844243149296,99.4241354092789,35.460321061483704,61.600037329943596,85.40251398126635,38.81949935953328,62.387603446464546,108.06193771793174,0.33333889034500164,8.330783971874325,0.17269930974935077
