source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
MA,42.98769752620445,36.48653113316016,18.942369871802626,31.3841177383886,84.8152227053358,96.88181777263338,62.13514970455405,97.24615252653217,23.430313080052922,70.59368641494012,113.585353520015,0.3037360958367061,7.525783408883298,0.2499998064693658
