source,b0,b1,b2,b3,a0,a1,a2,a3,t1,t2,t3,g,i0,rr
PE,0.3659483129547538,0.25927003342990046,0.20423190972419694,0.1854476091135793,34.75663270715969,37.70330368214161,49.065496870451184,10.29926729003519,36.36562880573745,60.24940969213103,154.8715907922545,0.2000017048104369,0.13301481822462397,17.44493514672072
