source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
RS,45.60996221763164,37.44056658599001,25.038810002371413,28.178048134614237,92.38748728973434,97.84282058711925,68.85719553250834,77.27626745399202,16.053439362025088,82.75152363995369,169.03990087856846,0.3333390343919339,21.725079011659236,0.15613560635585497
