source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
AC,32.267408521838334,34.199830083598385,26.76815313298407,28.210682614275704,90.4402234158497,88.65859730727922,88.4176607929269,85.40629256132313,34.37572713055353,65.0670165068926,118.22915874544228,0.2843234709023474,22.75265047015552,0.15363611527337723
