source,b0,b1,b2,b3,a0,a1,a2,a3,t1,t2,t3,g,i0,rr
PB,0.44843407160391746,0.40348543854898555,0.33299159793575606,0.3164354198731649,48.18561067284319,43.85928427042447,34.59625521145851,29.63572692596239,39.99220283404077,79.47120548824202,131.9608548371627,0.3329067433093595,0.1379498859713001,15.006971642384832
