source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
BA,64.80439144230482,0.5648591008918409,18.59939734169406,47.745479698362224,70.8455884931137,99.19923968117175,84.77024238037484,84.82137143006688,20.70661542938982,75.90889029942667,125.21065047214859,0.2850340769956909,1.4439697478194873,0.15369028045579913
