source,b0,b1,b2,a0,a1,a2,t1,t2,g,i0,rr
BA,0.35656440383783145,0.2826593786735512,0.2614791340169843,12.534747241824947,35.93666968692784,9.510625787339876,15.597904045511884,50.149650954978405,0.20527527438706472,0.19349210283434282,19.475413659077677
