source,b0,b1,b2,b3,a0,a1,a2,a3,t1,t2,t3,g,i0,rr
MA,0.34301643927235964,0.27476446574372837,0.19330206573165795,0.18360320252240367,37.78629841448014,32.663346257085664,49.99196999170529,16.111576020979008,26.159805531577128,69.53516972688507,169.9999010226004,0.20000015529387824,0.3296179842331063,24.999988197450744
