source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
PI,28.127295697273947,6.1892546142813085,24.94902584970504,32.30269434380144,73.49605560211306,18.766477202675137,80.99465848966362,90.64888421976886,39.88100210219148,96.11353022795876,178.1725397053337,0.2764769054954523,15.001518727744868,0.15194987646665448
