source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
RJ,25.81803472251699,37.63206721706297,29.36817678636185,29.859767005150026,48.21445389384237,95.89129169230486,85.89506324295057,82.86672214485111,19.714134375162228,81.34686304705198,134.34209929804734,0.333339716755629,21.131712232881764,0.15289325596628478
