source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
PA,17.662078320820786,31.130733930655232,32.197993593152276,21.233538487427918,35.86988918358226,73.23112926104436,91.00454460725622,55.45423254022658,24.58257411679867,67.47310216930542,126.43537573410903,0.333339652446991,16.508957944837356,0.15003225995261574
