source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
RO,26.884629534318954,23.360970631629957,25.348621696408465,30.04676252493962,51.02335743356284,58.200902728935716,71.8000678743107,76.18857669768369,26.85212379123449,83.44122581286553,111.03255750641242,0.33333822556425063,1.6221851159048593,0.15093154336413792
