source,b0,b1,b2,b3,a0,a1,a2,a3,t1,t2,t3,g,i0,rr
CE,0.34055739130103707,0.24099647664604693,0.19792623859697792,0.18327745834888554,8.270866723531494,24.11057439228384,27.52237133685271,27.145613055147354,37.845104482562924,79.39068263100624,138.51609231228366,0.2000148220711768,0.3866631904484776,24.988457778917056
