source,a0,a1,a2,a3,b0,b1,b2,b3,t1,t2,t3,g,i0,subn
MS,1.409650130273022,40.42820483073426,70.75209868596556,21.833467754424536,84.99571185215292,63.513753972242235,87.4054130391285,42.293353742787296,39.875,95.33798522517284,157.49987884985737,0.2764822067630453,4.897781625885583,0.15002905854750612
