source,b0,b1,b2,b3,a0,a1,a2,a3,t1,t2,t3,g,i0,rr
SE,0.3156423604080796,0.24902800803108274,0.21791739790525377,0.15969884747506494,29.963948959351164,43.86720487283031,35.085013389640274,22.154067537889823,39.985185654145255,93.0022499520897,134.80060473249534,0.20021969339608628,0.14728118757456837,15.019432128242704
